CountyFIPS,Spatial_Proximity ,Dissimilarity,Isolation ,Delta,Absolute_Centralization,Relative_Centralization,State_Name,State_Abbreviation,State_FIPS
16001,0.9140677212087854,0.4670916428465196,0.880888199871873,0.8303584104228379,-0.012272872170863924,0.08915509193697702,Idaho,ID,16
16003,0.9572417430250417,0.4006647916133981,0.9528455284552846,0.3206557189453654,0.0,0.4006647916133981,Idaho,ID,16
16005,0.8929840322717768,0.47839481608991385,0.875186136258203,0.8594787697783972,-0.00497512437810943,-0.10686274107210814,Idaho,ID,16
16007,0.9511868845541334,0.014133439136856607,0.9430910384675139,0.10309968217965909,-0.41509433962264153,0.014133439136856607,Idaho,ID,16
16009,0.8372802682087469,0.49722081859525014,0.7870278821435633,0.5240533783019525,0.0,0.49722081859525014,Idaho,ID,16
16011,0.862412559227034,0.6220428201808007,0.8436711574625169,0.9362141054344169,0.0,-0.12407157310475547,Idaho,ID,16
16013,0.9859606296344668,0.6891917381873055,0.9520515313342445,0.6449364004618857,0.0,-0.14747703287671765,Idaho,ID,16
16015,0.9535104364326377,0.0,0.9509352127947953,0.0,0.0,0.0,Idaho,ID,16
16017,0.9589809492102089,0.5815665835139494,0.9510077496573103,0.7744241158117277,0.0,0.45130397888507456,Idaho,ID,16
16019,0.8845816455013716,0.6039253642532534,0.8306226096695344,0.9603284020005118,-0.0034305317324184736,0.17519882549771637,Idaho,ID,16
16021,0.9405876779017636,0.5607084107757054,0.9415227765350501,0.28954428525586745,-0.9841269841269842,-0.5607084107757054,Idaho,ID,16
16023,0.9961255327392483,0.0,0.9945757458349477,0.0,0.0,0.0,Idaho,ID,16
16025,,0.0,0.0,0.0,0.0,0.0,Idaho,ID,16
16027,0.8161232810036614,0.5274066199885303,0.8360629539610047,0.7799207298068492,-0.005599104143337086,0.3251159536377095,Idaho,ID,16
16029,,0.0,0.0,0.0,,,Idaho,ID,16
16031,0.881227749249676,0.5013403236995027,0.9320607706729752,0.48275739631590286,0.0,-0.10926514008038479,Idaho,ID,16
16033,0.9112814895947426,0.0,0.9036144578313253,0.0,0.0,0.0,Idaho,ID,16
16035,0.912574030736331,0.10515357992645466,0.9336094684892906,0.4294708432869483,-0.4565217391304348,-0.10515357992645469,Idaho,ID,16
16037,0.9143679539457905,0.0,0.9131686255696809,0.0,0.0,0.0,Idaho,ID,16
16039,0.8301339562442918,0.1788205120696555,0.8317603545150455,0.44984271177068946,-0.2791666666666667,-0.15963357882612472,Idaho,ID,16
16041,0.9618958624878883,0.5152180734232821,0.9312839059674503,0.2646363383941026,-1.0,-0.5152180734232821,Idaho,ID,16
16043,0.9421273413666879,0.18432993031923514,0.9479675769541113,0.6782533567896813,0.0,-0.061408936226631905,Idaho,ID,16
16045,0.8609286629097748,0.41382678880276724,0.8862237339890972,0.8652695353033719,0.0,0.10968227531868546,Idaho,ID,16
16047,0.9321610074935804,0.49286778794975517,0.93046875,0.7732582737327086,0.0,0.49286778794975517,Idaho,ID,16
16049,0.9061523207218567,0.5008727439922573,0.9437461404648262,0.27143920312369135,-0.34782608695652173,-0.42630209146357045,Idaho,ID,16
16051,,0.0,0.0,0.0,,,Idaho,ID,16
16053,0.9411953236260783,0.7348495104011551,0.919847626310337,0.41268415340902687,-0.5853658536585367,-0.39489500892030716,Idaho,ID,16
16055,0.9467681951119137,0.550738430940139,0.9424496818630526,0.8520698140042067,-0.002024291497975672,-0.053547844841537184,Idaho,ID,16
16057,0.9196482795472334,0.46688410007061076,0.8922594946963497,0.7980590540327509,0.0,0.3939594152119965,Idaho,ID,16
16059,0.97461192371884,0.34078061911170926,0.9336676344826044,0.27797015881937026,-0.3333333333333335,0.20650515926424406,Idaho,ID,16
16061,0.8018683381777084,0.4162909528103397,0.9173358526216344,0.23698025621216748,0.0,0.41629095281033957,Idaho,ID,16
16063,,0.0,0.0,0.0,0.0,0.0,Idaho,ID,16
16065,0.8965028377037091,0.6451248415366808,0.8914539559146261,0.8108769832963851,0.0,0.0764838314416667,Idaho,ID,16
16067,0.9379144066241737,0.3812522582976307,0.9291614353556349,0.6623550392826993,-0.25,0.017243715480307564,Idaho,ID,16
16069,0.9434336565945659,0.6835185515430818,0.9249579762173106,0.9512968830633308,0.0,0.21235323213845358,Idaho,ID,16
16071,0.9801596351197264,0.0,0.9790193842645382,0.0,0.0,0.0,Idaho,ID,16
16073,0.7967727029589803,0.5543957709617762,0.818132751041465,0.7975222847153258,-0.14754098360655743,-0.1568722768032519,Idaho,ID,16
16075,0.8225885303204117,0.6960199491492274,0.936718396866054,0.4358487070828134,-0.9999999999999999,-0.6960199491492275,Idaho,ID,16
16077,0.8116481579434864,0.6654776674937966,0.9066834804539723,0.40283562922834537,-1.0,-0.6654776674937966,Idaho,ID,16
16079,0.9322902154519681,0.3029172320217096,0.9325187777839365,0.5173369399375167,-0.34883720930232553,0.15183727241172595,Idaho,ID,16
16081,,0.0,0.0,0.0,0.0,0.0,Idaho,ID,16
16083,0.9307251228200675,0.48993047295166475,0.8780793219967971,0.9376446443171288,-0.013062409288824406,0.39690411872496156,Idaho,ID,16
16085,0.9861427557405164,0.45905824508320725,0.9801249770440463,0.29777019426099205,-0.6666666666666667,-0.5926626323751891,Idaho,ID,16
16087,0.8381144299921491,0.46616541353383456,0.8651732447813826,0.6480431109841243,-0.10526315789473684,0.4449674106025763,Idaho,ID,16
