CountyFIPS,Spatial_Proximity ,Dissimilarity,Isolation ,Delta,Absolute_Centralization,Relative_Centralization,State_Name,State_Abbreviation,State_FIPS
36001,0.8602236280577129,0.5610010944066741,0.4872542360944605,0.7993788179265545,-0.00047324832391215654,0.27460038598335146,New York,NY,36
36003,0.9688628036283404,0.581447163853761,0.896441207203171,0.6670347156557701,0.0,0.4628326200894355,New York,NY,36
36005,0.5622279270667333,0.44157666860936884,0.16408459771548012,0.5945014364017984,-0.0032011790481246694,0.008981265449719444,New York,NY,36
36007,0.8762552309352146,0.449445703117922,0.7560196584760457,0.8388627001066509,-0.002564572265982834,0.32388002842554187,New York,NY,36
36009,0.9316834037886254,0.4835292193427089,0.8693125558244073,0.5653654193826937,0.0,0.32013548436667705,New York,NY,36
36011,0.9368122623913782,0.6361036964751225,0.76001391506483,0.8239159298151442,0.0,0.5704668180169321,New York,NY,36
36013,0.9185117112220405,0.4776504565548492,0.848970749755765,0.8000159663993964,-0.011384062312762122,0.1951835687220509,New York,NY,36
36015,0.920927324058214,0.5173283795956783,0.7370925488409612,0.8334652616293776,-0.0037565740045079066,0.11600976665025975,New York,NY,36
36017,0.9552784138408098,0.3606315821102652,0.9386720071845513,0.48573380102018626,-0.07922912205567456,0.119870252393115,New York,NY,36
36019,0.9157535130611527,0.565873508676179,0.7526542742494018,0.5731656193964967,-0.007832898172323799,0.44719419159132023,New York,NY,36
36021,0.8862190396815002,0.5253892692341058,0.7454992772054938,0.6253658029198564,-0.013863553447646892,-0.018839757986244265,New York,NY,36
36023,0.9640670263390897,0.3911787311666228,0.9253020197571634,0.8241392806652521,-0.05603448275862066,0.09729334188640504,New York,NY,36
36025,0.8848993789454005,0.42187883992896075,0.851465919653673,0.43497858497452985,-0.04738154613466339,0.017134993336054727,New York,NY,36
36027,0.8601055162057931,0.5019427173777044,0.5876263810664317,0.7330094459269806,-0.003939296092993261,0.2587506279238667,New York,NY,36
36029,0.8922692291667605,0.706983619776733,0.35272691032178993,0.87540720249804,-6.465064408200938e-05,0.05839211836284619,New York,NY,36
36031,0.9665231491990873,0.6396407991434694,0.8070868580742347,0.7748932135055018,-0.01340033500837523,0.6755347634265769,New York,NY,36
36033,0.9131797303757065,0.7145959982534296,0.5772449439967425,0.7453880017254579,-0.005239259517988093,0.6097458581187851,New York,NY,36
36035,0.9461569026466244,0.3616431393974817,0.9320299304069264,0.659282652858127,-0.00357462019660415,0.203940605821888,New York,NY,36
36037,0.917289846720541,0.4220784982103527,0.8871402232641161,0.7167624503633583,-0.13261943986820424,0.11980739862245926,New York,NY,36
36039,0.9748861505912992,0.7058922997353358,0.6409462285608428,0.7972513629684133,0.0,0.11876583019439035,New York,NY,36
36041,0.9725273483461927,0.49628280989227735,0.9724463015402156,0.1483216581256464,-0.38888888888888884,-0.387959591361958,New York,NY,36
36043,0.9563526562502063,0.4335646759141908,0.9264335793998429,0.8035919453581302,-0.04425837320574166,0.31726032326975506,New York,NY,36
36045,0.9114374781377288,0.4162911121361283,0.7801385826538381,0.7194219950858143,0.0,0.4490757388804667,New York,NY,36
36047,0.7579443259148557,0.7319695537420704,0.18728838971620948,0.6729641785822318,0.0,0.6978255362162713,New York,NY,36
36049,0.9673626245908409,0.34374280986525885,0.9570921156060223,0.4359083124600748,-0.12972972972972974,0.06472114096603887,New York,NY,36
36051,0.9398190157411955,0.48182937503325857,0.7613831191150258,0.6604453969249171,-0.030336458907887498,-0.2919527617863258,New York,NY,36
36053,0.9574689231392056,0.48093140487198127,0.909990765617704,0.6361463638677662,0.0,-0.27063077901496335,New York,NY,36
36055,0.9006899133239846,0.5941244262992114,0.4789802949654789,0.837488985156438,-0.000307535498383249,0.04784372843180762,New York,NY,36
36057,0.7753426006349485,0.538730429666894,0.7326417611137188,0.7766780443866605,-0.04766269477543539,0.348644877685218,New York,NY,36
36059,0.7886508076992021,0.7307499118129313,0.34208727434506725,0.7883625733227039,0.0,0.4856492537313528,New York,NY,36
36061,0.7133217124990994,0.6373235592623216,0.32174523839224506,0.5883353119542927,-0.011834368633113823,-0.5179656382352817,New York,NY,36
36063,0.9280158467454331,0.6299241266491122,0.6085699099920123,0.8908382072443412,0.0,-0.09431962199712629,New York,NY,36
36065,0.8384292416840003,0.6351271532642374,0.6023303141697768,0.8594491370053895,-0.0027594219737129277,0.38215206574103533,New York,NY,36
36067,0.8838431730631241,0.6164661017844713,0.5063293226926973,0.8450336787103105,-0.00022679165406713775,0.5537857089368856,New York,NY,36
36069,0.9120726328641686,0.4898874566208655,0.8242871552369804,0.6655040705559843,-0.003611412062116237,-0.2931858036361188,New York,NY,36
36071,0.8174865021123378,0.41191790195030875,0.6213451578220329,0.6413833886638133,-0.0008138059790804286,0.1118965367543332,New York,NY,36
36073,0.9066896775593282,0.43772500758716054,0.8426599232197507,0.6717490036815197,0.0,0.4060172634530588,New York,NY,36
36075,0.9566530406392075,0.6072130796882613,0.8958604677845834,0.796126296288051,-0.011094674556213047,0.5034691529192958,New York,NY,36
36077,0.9042294478958168,0.48083665324895014,0.881823485327979,0.7007733937529881,-0.033768227168073706,0.29265415221778923,New York,NY,36
36079,0.8892929141095058,0.36138779942808014,0.8542923872581376,0.43604481223239666,-0.0435643564356436,0.20426214137850263,New York,NY,36
36081,0.5581484693227902,0.7627496315926501,0.1450607675203428,0.7177708216441134,0.0,-0.5784875736662229,New York,NY,36
36083,0.8771143930125974,0.6249418206622878,0.6665946730770177,0.8994478448760104,0.0,-0.007640754842810793,New York,NY,36
