CountyFIPS,Spatial_Proximity ,Dissimilarity,Isolation ,Delta,Absolute_Centralization,Relative_Centralization,State_Name,State_Abbreviation,State_FIPS
20001,0.9213348939484849,0.32159479585722844,0.9074204172547096,0.7341773887459951,-0.03200000000000003,0.3050545236668665,Kansas,KS,20
20003,0.9674703888915132,0.1797443680774814,0.9686898690033614,0.23610693778568248,-0.5384615384615384,-0.1797443680774814,Kansas,KS,20
20005,0.9495237951596348,0.32122494025085296,0.8565192610038572,0.8511569845729302,-0.04612159329140464,0.40240406682695706,Kansas,KS,20
20007,0.9664329549287014,0.3427992763153832,0.9304379283241773,0.09352564370407296,-0.6756756756756757,-0.3427992763153832,Kansas,KS,20
20009,0.9378977520464507,0.3471408713635139,0.9291230390580807,0.7687455595671925,-0.003076923076923088,0.06496038834590756,Kansas,KS,20
20011,0.9262884209456329,0.3553950933687396,0.909847911884881,0.9056368601339861,0.0,0.3958560676859255,Kansas,KS,20
20013,0.9215704598429256,0.17886970592164841,0.8746922278779891,0.5167291839837286,-0.25609756097560976,0.17721301010940727,Kansas,KS,20
20015,0.9493409272621214,0.4549161089045823,0.8994852749737062,0.25684131922342623,-0.007779772591262724,-0.08962657172607535,Kansas,KS,20
20017,0.9643534319302238,0.0,0.9476678043230944,0.0,0.0,0.0,Kansas,KS,20
20019,0.8895576286488114,0.0,0.8841408365934397,0.0,0.0,0.0,Kansas,KS,20
20021,0.8771694888379052,0.6353204282152809,0.9112193747200095,0.48384824169944274,-0.04166666666666663,0.013654403138290139,Kansas,KS,20
20023,,0.0,0.0,0.0,0.0,0.0,Kansas,KS,20
20025,0.9511352418558737,0.0,0.9461994076999013,0.0,0.0,0.0,Kansas,KS,20
20027,0.9874658135631363,0.31354700854700857,0.9708358997656814,0.8325028530349043,-0.13888888888888884,0.31354700854700857,Kansas,KS,20
20029,0.9577333475607313,0.4701126008961084,0.9204277242986374,0.9656926522231392,0.0,0.22190599251564813,Kansas,KS,20
20031,0.9381519430028084,0.2211913893783905,0.9451998599579398,0.5079799745337563,-0.10606060606060608,0.14734766901243534,Kansas,KS,20
20033,0.9936781609195402,0.0,0.9913793103448276,0.0,0.0,0.0,Kansas,KS,20
20035,0.892027548103546,0.31623237628854384,0.8573387108032509,0.8532932430709129,-0.13287316652286452,0.0807218494263715,Kansas,KS,20
20037,0.9316964123794131,0.3713545014076704,0.8890277469284293,0.7930291542838532,-0.0033936651583710287,0.3484574689019837,Kansas,KS,20
20039,0.9842657342593726,0.5366213962354063,0.9711732711732712,0.04546095517004845,-0.9333333333333333,-0.5366213962354063,Kansas,KS,20
20041,0.944389644283918,0.3512708957477051,0.9238512886819295,0.6593519450029579,-0.32432432432432434,-0.09081015332415743,Kansas,KS,20
20043,0.9927702086617116,0.5165832355577133,0.8479729728452292,0.34541124675490453,-0.7886710239651415,-0.4621556244582496,Kansas,KS,20
20045,0.848399825727798,0.250818874100508,0.7951750501560076,0.7998806855427444,-0.017129805862200254,0.033290345812616806,Kansas,KS,20
